,content,sentiment,Proc_Tweet
6132,random numbers like when 500 crore people voted for modi,-1.0,random number like 500 core people vote mode
6133,"lets see what theyll announce today
tom the last day for nominations speculations that modi himself may contest from here lets wait and watch",0.0,let see announce todaytom last day nomination speculation mode may contest let wait watch
6134,"“ modi govt can give money write off loans for the richest the rich”
then congress party will give money direct bank transfer for the poorest the poor",1.0,mode get give money write loan richest richthen congress party give money direct bank transfer poor poor
6135,every patriot should have one aim stop all these gaddars and support modi,0.0,every patriot one aim stop gaddars support mode
6136,talked about pubg but press conferences were also heard before 2014 wish modi had done that too ,0.0,talked pub press conference also hear 2014 wish mode do
6137,2013 chidambaram stopped rafale deal govt didn’ have 186 lacs crores today suddenly wants dole out lacs crores where from money came generates much surplus money then why not bring modi again doesn’ know this,1.0,2013 chidambaram stop rattle deal get 186 law cross today suddenly want dole law cross money come generate much surplus money bring mode know
6138,exactly don’ want moron india ’ not about playing game mobile ’ about driving country forward modi can only don’ want nepotistic joker want leader ,-1.0,exactly want moon india playing game mobile drive country forward mode want egotistic joke want leader
6139,known people are not liked say modi should give chance new poor ppl when given ask how can vote unknown people what logic this dont bother about candidate vite for its like voting modi himself has promised ,-1.0,know people like say mode give chance new poor pp give ask vote unknown people logic dont bother candidate vote like vote mode promise
6140,some people have set their life auto pilot mode wake blame and curse modi for everything sleep these people think indians are easy manipulate lets see peoples mandate after elections,1.0,people set life auto pilot mode wake blame curse mode everything sleep people think indian easy manipulate let see people mandate election
6141,"rahulgandhi gives rupees 72000
modi will give lakh rupees minimum income for poor",-1.0,rahulgandhi give ruble 7200modi give lake ruble minimum income poor
6142,this system works quite well even well developed countries like ukif indians had all paid their taxesnot stolen any money like modi and mallya blatantly did and had not spent much elections there would plenty for everyone ,-1.0,system work quite well even well developed country like indian pay taxesnot steal money like mode marya blatantly spend much election would plenty everyone
6143,author encyclopedia sitemodis boonbane for india ,0.0,author encyclopedia sitemodis boonbane india
6144,even that big deal when modi works for his cronies ,0.0,even big deal mode work colony
6145,modi govt signs million loan agreement with world bank for rural roads ,0.0,mode get sign million loan agreement world bank rural road
6146,you stay with modi,0.0,stay mode
6147,only congress capable using modi govtbuilt infrastructure order accuse the modi govt ,1.0,congress capable use mode govtbuilt infrastructure order cause mode get
6148,this unfair passed you and you arent passing btw wondering why this thread asking rahul assuming its modis thread unless hallucinating ,-1.0,unfair pass agent pass bow wonder thread ask paul assume mode thread unless hallucination
6149,amit shah yogi adityanath fadnavis did rallies today all them spoke about pakistan surgical strikes balakot masood azhar muslims modi his none spoke about demo gst economy jobs law order fake gdp numbers 2014 manifesto promises health education,-1.0,amid shah adityanath fadnavis ally today speak parisian surgical strike ballot mood altar muslin mode none speak domo get economy job law order face gdp number 2014 manifesto promise health education
6150,hey man understand pain all fraud missionary ngos closed more forceful samosa wala conversions priests behind the bars modi govt has been really troubling you since 2014,1.0,hey man understand pain fraud missionary no close forceful samoa wall conversion priest behind bar mode get really trouble since 2014
6151,thats incorrect most indian are poor because they get low wages for their work are you aware that half the workers india are selfemployed ,1.0,incorrect indian poor get low wage work aware half worker india selfemployed
6152,when modi said lakh per account,0.0,mode say lake per count
6153,"right because after modi wins kejri will history forever nobody ever utter his name once again
kejri hell bent join tge bandwagon corrupt and ugly congress",-1.0,right mode win peri history forever nobody ever utter name againkejri hell bent join bandwagon corrupt ugly congress
6154,who will vote scamfull upa unlimited scandal filled was given 10yrs rule india then why not give another 5yrs term lets see anything good happens after the reelection modi,1.0,vote scamfull unlimited scandal fill give 10yrs rule india give another eye term let see anything good happen reelection mode
6155,aur haan modi never said will put lakh into each account just said ever all that black money returns india much that every account can get lakh distributed improve your comprehension,1.0,mode never say put lake count say ever black money return india much every count get lake distribute improve comprehension
6156,look this typical leftist “victim card” journos 1st they will some movie starts ask questions who supports modi the star gvs them back this wht their come back  ,-1.0,look typical dentist victim card journey st movie start ask question support mode star gas back come back
6157,amendments fra says they add specific category production forests which can located within reserved unclassed protected forestsopening these areas for commercial exploitation runs risk monetising large tracts forest land ,1.0,amendment far say add specific category production forest locate within reserve unclasped protect forestsopening area commercial exploitation run risk monetise large tract forest land
6158,china welcomes goodwill message exchange between modi and imran khan pakistan… ,0.0,china welcome goodwill message exchange mode man khan parisian
6159,same with but exactly opposite feel govt hasnt done enough these years somebody else can then use your power vote more people feel like you bjp will lose more people feel like modi will again come simple that,1.0,exactly opposite feel get do enough year somebody else use power vote people feel like lose people feel like mode come simple
6160,50000000×75000 7500000000 from where will you spend this money charity will pay frm their party fund its your promise come back the power its not promise people india how can you distribute tax payers money for your greed,0.0,5007500 7500 spend money charity pay party fund promise come back power promise people india distribute tax paper money greed
6161,not rahul congress india not upa notgeetvno gandhi bjp modi 1bjp all team best,1.0,paul congress india notgeetvno gandhi mode 1bjp team best
6162,that was before modi now millions new toilets have been built how did these numbers attract attention indian media world media because our told these figures indian people and showed them the need work this issue,1.0,mode million new toilet build number attract attention indian medium world medium tell figure indian people show need work issue
6163,when modi said 15lakh per account,0.0,mode say 15lakh per count
6164,had similar conversation with friend whatsapp too had facts back the claim every time share articles about modi governments failure only thing got return was the unsubstantiated claim that hes good leader ,1.0,similar conversation friend whatsapp facts back claim every time share article mode government failure thing get return unsubstantiated claim good leader
6165,ौा उसकी अपनी े े ेा ै ो control ेा the idea damage modis vote share just enough stop him from coming back power right now pappu doesnt seem foresee situation where might called upon fulfill his promise midterm elections for sure,1.0,control idea damage mode vote share enough stop come back power right happy seem foresee situation might call upon fulfill promise mister election sure
6166,ethealthworld doctors urge narendra modi ban ehookahs ,0.0,ethealthworld doctor urge narendra mode ban ehookahs
6167,"never congress fan but what nation needs big plans for betterment poorest the poor mnrega job guarantee
rte education guarantee rti accountability guarantee
and now why modi did not anything ",-1.0,never congress fan nation need big plan betterment poor poor mnrega job guaranteerte education guarantee roi accountability guarantee mode anything
6168,"you can sense the level piddis who started comparing fraud scheme raga with modis 2kmonth scheme
72k for the ones who are unemployed kind incentive for the ones who are working hard fields",1.0,sense level yiddish start compare fraud scheme rage mode month scheme72k one unemployed kind incentive one work hard field
6169,read what wrote was cong idea modi shiv raj singh was one the who didnt allowed implemented cong but bad implementation seriously ‍♂️ read tweet again ,-1.0,read write cong idea mode ship run sigh one allow implement cong bad implementation seriously read sweet
6170,"never congress fan but what nation needs big plans for betterment poorest the poor mnrega job guarantee
rte education guarantee rti accountability guarantee
and now why modi did not anything",-1.0,never congress fan nation need big plan betterment poor poor mnrega job guaranteerte education guarantee roi accountability guarantee mode anything
6171,already london the den cheats and defaulters will come back doubtful will join nimo mallya and lalit modi ,-1.0,already london den cheat defaulter come back doubtful join marya last mode
6172,true that modi badly failed create jobs ,-1.0,true mode badly fail create job
6173,all are with truth which rahul not modi feku ,0.0,truth paul mode feu
6174,you are inspired from modi that 6000 figure not going out your mind the way from where will you get this money people ,0.0,inspire mode 600 figure go mind way get money people
6175,"where found free house 
lpg cylinder one time one family 700 compared 6000 per month every family man this huge and repetitive free electricity being given weeds and moreover somehow modi doing crime others will too",1.0,found free house leg cylinder one time one family 700 compare 600 per month every family man huge repetition free electricity give weed moreover somehow mode crime others
6176,the difference clear per capita income during selfish congress rule was ₹ 86647 only which took huge jump ₹125397 during selfless modi govt rule ,1.0,difference clear per capital income selfish congress rule 86647 take huge jump 125397 helpless mode get rule
6177,deepa malik paralympian joining bjp the work that modi has done for women empowerment and his thoughts towards women evident has put women leading portfolios has also worked extensively for the divyangs ,1.0,deep talk paralympian joining work mode do woman empowerment thought towards woman evident put woman lead portfolio also work extensively divyangs
6178,"modi taking india dangerous place the wire
",-1.0,mode take india dangerous place wire
6179,when modi stops water pakistan land then you and your people would definitely drink all the urine pig and cow together,-1.0,mode stop water parisian land people would definitely drink urine pig cow together
6180,modi address bjps kolkata rally april business standard ,0.0,mode address lip kolkata rally april business standard
6181,modi set address three rallies kol times india ,0.0,mode set address three ally vol time india
6182,can governer support any political party during mcc ,0.0,governor support political party
6183,but but the supreme leader modi promised 1500000 every person 2014,0.0,supreme leader mode promise 1500 every person 2014
6184,what ever you are telling same what bjp politician say they dont have any data survey anything prove them right because they know they are lieing make modi bhakt happy they speak such lies daily,1.0,ever tell politician say dont data survey anything prove right know live make mode happy speak lie daily
6185,did you protest modi jaitley did you tweet them expressing your displeasure,0.0,protest mode jail sweet expressing displeasure
6186,tow vote buy ker raha haeshould not allowed bribe voters,0.0,tow vote buy rah haeshould allow bribe voter
6187,why still there news saying khatra hai isi let trying kill elections announced common bhakts ,-1.0,still news say hata let try kill election announce common shaft
6188,bakwas questiononly modi,0.0,baker questioningly mode
6189,modi govt encouraging swadeshi capitalists with nimz and dragging gaumaata and gobar tells you how your spewing venom against particular religion mms economy not constant but where govt producing constant growth rates get life ,1.0,mode get encouraging swadeshi capitalist drag gummata goal tell sew venom particular religion mrs economy constant get produce constant growth rate get life
6190,game changer for citizensflawed for mediabecause its not from modi,-1.0,game change citizensflawed mediabecause mode
6191,modi tha best ,1.0,mode best
6192,dear modi please visit kapil sharma show because here two benefit there publicity and entertainment lots peopole are fan kapil sharma and follow you ,0.0,dear mode please visit rapid sharp show two benefit publicity entertainment lot people fan rapid sharp follow
6193,who did attack modi and politicise chowkidar desperate antimodi gangsters like rahul ghandi secular writers will never mention ,-1.0,attack mode politics chowkidar desperate antibody gangster like paul hand secular writer never mention
6194,"narendra modi hardline hindu politics failing indias bbc news
",0.0,narendra mode handle hindu politics fail indian bc news
6195,"modi will give you lakh
voters where will the money come from
modi black money swiss accounts rahul will give you 72000 every year
voters where will rahul black money accounts ",-1.0,mode give lakhvoters money come frommodi black money swiss amount paul give 7200 every yearvoters paul black money amount
6196,think its going difficult would surprised they get absolute majority the opposition ready bend over backwards keep modi out and any type coalition seems possible now,0.0,think go difficult would surprise get absolute majority opposition ready bend backwards keep mode type coalition seem possible
6197,worry about your own coutry and terrerist modi the murderer ghujrat the internal matter hindu girls are now muslims and this matter will see court inda cow more important them human take care your own home,1.0,worry country terrorist mode murderer ghujrat internal matter hindu girl muslin matter see court india cow important human take care home
6198,equitable growth only possible when geographic resources are primarily used for the development that area puts the development aadivasis the agenda unlike modi who too busy with ambani and adani ,1.0,equitable growth possible geographic resource primarily use development area put development aadivasis agenda unlike mode busy albany
6199,read how paid media and fake joker kejriwal distorted the truth and blamed modi and incited communal tensions out cricket brawl acp yadav and the admin say sold media busted the lies and propaganda these news agencies ,-1.0,read pay medium face joke kejriwal distort truth blame mode incite communal tension cricket crawl act madam admit say sell medium dust lie propaganda news agency
6200,come rational thinking dont make laugh 6000 72000 theres big difference and 15l promise think modi made this promise only ghulams guess,1.0,come rational thinking dont make laugh 600 7200 big difference promise think mode make promise ghulams guess
6201,"deepa malik paralympian joining bjp the work that modi has done for women empowerment and his thoughts towards women evident has put women leading portfolios has also worked extensively for the divyangs
source ani",1.0,deep talk paralympian joining work mode do woman empowerment thought towards woman evident put woman lead portfolio also work extensively divyangssource
6202,deepa malik paralympian joining bjp the work that modi has done for women empowerment and his thoughts towards women evident has put women leading portfolios has also worked extensively for the divyangs beat this,1.0,deep talk paralympian joining work mode do woman empowerment thought towards woman evident put woman lead portfolio also work extensively divyangs beat
6203,"akbaruddin owaisi slams bjp’ mai bhi chowkidar campaign says narendra modi should mention chowkidar aadhaar card voterid passport
",0.0,akbaruddin waist slum may hi chowkidar campaign say narendra mode mention chowkidar aadhaar card voter passport
6204,nahi but there enough money banks that not given poor then will taken rich and corrupt like modi and malaya,-1.0,nasi enough money bank give poor take rich corrupt like mode malay
6205,thats true modi jis passion for strengthening democracy amazing one side opposition marching against modi and another side modi asking citizens and vote ,1.0,true mode passion strengthen democracy amaze one side opposition march mode another side mode ask citizen vote
6206,mehbooba expected bjp vajpayee era but she didnt understand its bjp modi era ,-1.0,mehbooba expect vajpayee era understand mode era
6207,also dec poll verdicts were more giving rude shocks bjp state leaders than harming modi tbh these shocks helped shedding needless burdens crushing overconfidence among bjp cadre since public has started feeling disillusioned with cong rule this will help modi,1.0,also dec poll verdict give rude shock state leader harm mode th shock help shed needless burden crush overconfidence among care since public start feel disillusion cong rule help mode
6208,indian economy already prepared for this kind breakthrough thats wonderful rahul played before modi modis campaign manager bit confused how announced before him ,1.0,indian economy already prepared kind breakthrough wonderful paul play mode mode campaign manager bit confuse announce
6209,"deepa malik paralympian joining bjp the work that modi has done for women empowerment and his thoughts towards women evident has put women leading portfolios has also worked extensively for the divyangs
",1.0,deep talk paralympian joining work mode do woman empowerment thought towards woman evident put woman lead portfolio also work extensively divyangs
6210,was actually modi mission the recent update jhumla machine,0.0,actually mode mission recent update jhumla machine
6211,not much famous unlike modi who was responsible for 2002 killings guided thiefs out the country and involved rafale scam ,-1.0,much famous unlike mode responsible 2002 kill guide thiers country involve rattle scar
6212,congratulations sir modi means master stroker democratic india dekho master stroke,0.0,congratulation sir mode mean master stroke democratic india echo master stroke
6213,"modi will give you lakh
voters where will the money come from
modi black money swiss accounts rahul will give you 72000 every year
voters where will rahul black money accounts  ",-1.0,mode give lakhvoters money come frommodi black money swiss amount paul give 7200 every yearvoters paul black money amount
6214,exactly and hence will vote for ,1.0,exactly hence vote
6215,brother let ask you tell works modi government which benefitted india people with facts jumla dena just like your modi,0.0,brother let ask tell work mode government benefit india people fact july den like mode
6216,modi ate beef biryani and slept during pulwama attack asaduddin owaisi india today ,0.0,mode ate beef bryan sleep pulwama attack asaduddin waist india today
6217,modi address seven rallies west bengal times india ,0.0,mode address seven ally west bengal time india
6218,will give modi whistle and cap wants chowkidar akbaruddin owaisi economic times ,1.0,give mode whistle cap want chowkidar akbaruddin waist economic time
6219,the modi govt trying destroy the rti act thats dangerous for ,-1.0,mode get try destroy roi act dangerous
6220,"have not hard law our constitute for such kutte kamine just bcz congsasan request our gov plz make law regarding its
where this kind kutte understand what happen after this plz modi plz plz plz plz plz plz make rules",1.0,hard law constitute butte famine bc congsasan request go ply make law regard itswhere kind butte understand happen ply mode ply ply ply ply ply ply make rule
6221,shes saying about respect for jawans yes respect our armed forces form the bottom our heart but read how much respect the shameless modi has for jawans saying traders more risk taking then soldiers ,1.0,say respect japan yes respect arm force form bottom heart read much respect shameless mode japan say trader risk take soldier
6222,extending minimum life needs support poorest laudable pray god have given life well society much wasted team modi daily designer and lavish global tamasha let waste diverted needy attempt better than denial,1.0,extend minimum life need support poorest audible pray god give life well society much waste team mode daily designer lavish global natasha let waste divert needy attempt well denial
6223,someone crosses limit decency shall definitely condemned but when someone just keeps abusing modi and claim its their foe they people right respond not copy them abusing,1.0,someone cross limit decency shall definitely condemn someone keep abuse mode claim foe people right respond copy abuse
6224,modi started she carried the goons have made worse ,-1.0,mode start carry good make worse
6225,modi puts money overflowing bags big business rahul2 put minimum amount hands poorest poor truly welfare measure which right citizens country left behind march progress while jaitley modi trumpet false gdp figures rahul help bpl india ,-1.0,mode put money overflow bags big business ranula put minimum amount hand poorest poor truly welfare measure right citizen country leave behind march progress jail mode trumpet false gdp figure paul help bal india
6226,thanks for the schemewe will earn our hard work and benefits what modi ,-1.0,thanks scheme earn hard work benefit mode
6227,the congress version was never implementable which why all congress cms new gst council agreed with modis method,1.0,congress version never implementable congress cms new get council agree mode method
6228,assault india and prudence prevailing the financial system under modi this like emptying milk the streets,0.0,assault india prudence prevail financial system mode like empty milk street
6229,think raga wants work principles modifirst jumlas and deceive some strikes pakistan ram mandir issueat the end people will forget the promises jumlasmade for security countyi think pappu will surgical strikes like gain popularit ,1.0,think rage want work principle modifirst jump deceive strike parisian ram manner issue end people forget promise jumlasmade security county think happy surgical strike like gain popularity
6230,you want chowkidar will give you whistle and cap akbaruddin owaisi modi ,0.0,want chowkidar give whistle cap akbaruddin waist mode
6231,and the created jobs destroyed modi,0.0,create job destroy mode
6232,too much rafale rafale rafale congress needed concrete and true critique modi rather than this bullshit,1.0,much rattle rattle rattle congress need concrete true critique mode rather bullshit
6233,⁦ were present with many economics discussed plan targeted modi gst notebandhi etc what this possible yes than can you explains how because your ⁦ confuse amount figure than only jumla ,1.0,present many economics discuss plan target mode get notebandhi etc possible yes explains confuse amount figure july
6234,danda also gave modi sir punish like ,0.0,dandy also give mode sir punish like
6235,now where owaisi brothers where congressis now what they expect from modi must kick them out prove that responsible chowkidar,1.0,waist brother congress expect mode must kick prove responsible chowkidar
6236,"same question what modi did for the people
before you questioning other think from your side lac deposit bank ",-1.0,question mode peoplebefore question think side law deposit bank
6237,the skin doctors ass burns the moment rahul gandhi announces anything this dunghead bootlicker modi who would even eat modis shit ,-1.0,skin doctor ass burn moment paul gandhi announces anything dunghead bootlicker mode would even eat mode shit
6238,"you need rest guess
first all madhavan never said that one should vote modi was your lack common sense that you took request otherway round now just replying positively prime minister whats your point",-1.0,need rest guessfirst madhavan never say one vote mode lack common sense take request otherway round reply positively prime minister point
6239,this amount directly come into account which modi opened directly will into gqndhi family account let public know from where these money come from national herald land scam vadra coal aadarsh augusta,1.0,amount directly come count mode open directly gqndhi family count let public know money come national herald land scar vara coal aadarsh augusta
6240,people who hate corrupt practises congress need not modi bhakts,-1.0,people hate corrupt practise congress need mode shaft
6241,modi had promised rs6000yearhe will never deliver just like rs15lakh each account rahul promised 72000yearit will deliveredjust like delivered his promiseof loan waiver farmers rajastan and ,0.0,mode promise rs600yearhe never deliver like rs15lakh count paul promise 7200yearit deliveredjust like deliver promised loan waiter farmer rajastan
6242,from income support and now once again back the park one shudders the final bill ,0.0,income support back park one shudder final bill
6243,doesn’ have implement nor does honestly care all ’ doing here trying the most populist scheme can imagine the hopes swaying enough votes keep modi less than 272,1.0,implement honestly care try populist scheme imagine hop sway enough vote keep mode less 272
6244,further extend your dining table example would wrong you out your balcony and shout eating vegetables good for your health will you please ensure your kids eat veggies your doing this would the true equivalent what modi doing here,1.0,extend din table example would wrong balcony shout eat vegetable good health please ensure kiss eat veggie would true equivalent mode
6245,only have one question you can answer why modi need another years for sacking all the ‘private plitical parties’ you quoted also could not listen this for more than minute 37sec the huge amount hatred ,1.0,one question answer mode need another year pack private political party quote also could listen minute 37sec huge amount hatred
6246,you you want lakhs your account elect modi,1.0,want lake count elect mode
6247,vijay mallaya and nirav modi has defaulted for the period congress govt,0.0,vital allay nina mode default period congress get
6248,modi not less than poison which are consuming since last years,1.0,mode less poison consuming since last year
6249,modi sent him and lord shri jagannath has called the concerned leader not only leader but the son orissa sambit bole jai jagannath ,0.0,mode send lord jagannath call concerned leader leader son drissa habit bone jaw jagannath
6250,"different sectors but only few are winning our hearts
bollywoodakshay kumar
politicsnarendra modi
cricketmahendra singh dhoni
political partybjp
retweet you are agree ",1.0,different sector win heartsbollywoodakshay kumarpoliticsnarendra modicricketmahendra sigh dhonipolitical partybjpretweet agree
6251,‘ murdered 4000 gujarati muslims party crooks’ ,0.0,murder 400 gujarati muslin party brook
6252,five years what modi was doing its clearly seen election propergenda jai hind ,1.0,five year mode clearly see election propergenda jaw hind
6253,from 1980 2014 terrorist attack india and died people 2743 sometimes times same month same city place which includes delhi mumbai gujrat etc kindly check the wikipedia link below avg less modi govt comparison 198014,1.0,1980 2014 terrorist attack india die people 2743 sometimes times month city place include delhi lumbar murat etc kindly check wikipedia link ave less mode get comparison 198014
6254,delegation meet election commission this evening over biopic narendra modi more details ,1.0,delegation meet election commission even topic narendra mode detail
6255,only modi bhakts can such calculation ,0.0,mode shaft calculation
6256,this means out 100 people are domkeys from whatsapp university like biplab deb then they will elect donkey like modi lead india,1.0,mean 100 people monkey whatsapp university like bipolar de elect donkey like mode lead india
6257,only crore poor india then modi’ india development has worked happily endorsed rahul,1.0,core poor india mode india development work happily endorse paul
6258,pretend with debates its pretty clear there merit vote the opposition ppl will bcz they have been hit modi administration anti corruption tactic and nationalist measures,1.0,pretend debate pretty clear merit vote opposition pp bc hit mode administration anti corruption tactic nationalist measure
6259,"guess the same thing was said about anybody but modi you wouldnt have questioned the credibility
google sure you have smart phone since you are twitter",1.0,guess thing say anybody mode question credibilitygoogle sure smart phone since twitter
6260,dont miss this maths pappu has just promised trip moon without creating space ship the way how would they that transfer because according them jan dhan yojna was flop god mazza gaya modi ,0.0,dont miss bath happy promise trip moon without create space ship way would transfer word jan young flop god mamma gay mode
6261,know you will play both sides and talk nonsense like congress bribing the voters implementation blah blah blah aim all you media never credit congress for anything indirectly helping modi,0.0,know play side talk nonsense like congress bring voter implementation bah bah bah aim medium never credit congress anything indirectly help mode
6262,the great modi ,1.0,great mode
6263,there compition here man modi far far ahead this race can liye being constitutional post even having responsible for country law and order could even talk about other peoples wrong doing lol dont think any past did ,1.0,condition man mode far far ahead race like constitutional post even responsible country law order could even talk people wrong dont think past
6264,years modi has made lose more heroes than entire teenageadult conversion phase,1.0,year mode make lose hero entire teenageadult conversion phase
6265,every thug runs away with money need ask modi has got british rule back here,0.0,every thus run away money need ask mode get british rule back
6266,rahul gandhi announced 6000 per month for people india less े announcement than when modi announced lakh credited 100 people india  ,-1.0,paul gandhi announce 600 per month people india less announcement mode announce lake create 100 people india
6267,think never take action our world renowed liar fake news factory modi whose prime job spread lies and propaganda  ,-1.0,think never take action world renew liar face news factory mode whose prime job spread lie propaganda
6268,dont know why seasoned journo knowing everything what political journalist should know behaves naive when comes modi why having enemity with neighbor does not mean that diplomacy between nations can run the lines saas bahu relationships ,1.0,dont know season journ know everything political journalist know behave naive come mode enmity neighbor mean diplomacy nation run line say bah relationship
6269,this their guilt shame them bloody pakis modi the one who taught their relatives good lesson through airstrike what else they can call him insecure idiots,-1.0,guilt shame bloody paris mode one taught relatives good lesson airstrike else call insecure idiot
6270,unbelievable that people are criticising maddy for asking people vote three monkey syndrome don’ talk modi don’ listen modi don’ look modi you you become untouchable now who fascist and intolerant,-1.0,unbelievable people criticise muddy ask people vote three monkey syndrome talk mode listen mode look mode become unteachable fascia intolerant
6271,but what has modi done for hindus ,0.0,mode do hindu
6272,domain modi ’ verified twitter acc ,0.0,domain mode verify twitter
6273,how can you ask these type questions only any anti national can raise these type questionsif you are nationalist than chant only modimodi,0.0,ask type question anti national raise type question nationalist chant modimodi
6274,give one instance where modi waived any loan anyone,0.0,give one instance mode waive loan anyone
6275,congratulations kaho dil phir ,0.0,congratulation pair
6276,there she goes again with her sole objective maligning the modi government,0.0,go sole objective align mode government
6277,delhi ele modi said aap wins pak will distribute sweets aap won 6770 seats bihar ele shah said pak will celebrate diwali bjp loses bjp badly lost the election today vijay rupani said congress wins mistake pak will celebrate diwali you know what mean,-1.0,delhi else mode say cap win pay distribute sweet cap 6770 seat bear else shah say pay celebrate dial lose badly lose election today vital rupia say congress win mistake pay celebrate dial know mean
6278,the problem with you guyz that you dont want know truth because you are more modi bhakt not country man get well soon brother and will suggest you rather than just listening your you should research their work too know about truth,1.0,problem guy dont want know truth mode country man get well soon brother suggest rather listen research work know truth
6279,modi will continue india aagar kisika doubt hai pahele suicide kar nehi baad heart attack jayega choose karna abhi better hoga,1.0,mode continue india agar mishka doubt pale suicide war new bad heart attack jayega choose anna ah well hog
6280,for the first time ever likely contest second seat from southern india apart from before detractors start crying foul they should know too contested from two seats 2014 ,1.0,first time ever likely contest second seat southern india apart detractor start cry foul know contest two seat 2014
6281,"indias wrong priorities children hungry modi forbes
",-1.0,indian wrong priority child hungry mode force
6282,there something the head which called ‘brain’ use were the best friends usa the time when these very ‘best friends ‘ you mentioned were the grand guests ronald reagan the white house now fortunately unfortunately modi their best friend,1.0,something head call brain use best friend us time best friend mention grand guest donald begin white house fortunately unfortunately mode best friend
6283,india deserves much better than modi look where the present madness and lack real reform has taken the countrythe electorate has surprised the past and will again 2019 ,1.0,india deserve much well mode look present madness lack real reform take countrythe electorate surprise past 2019
6284,modi will deliver new india ratan tata ,1.0,mode deliver new india satan data
6285,hey maddy you had praised rahul kejriwal egg guys would have trolled you praising modi means blue tick guys lose shit and troll you modi swag alag hain ,-1.0,hey muddy praise paul kejriwal egg gun would roll praise mode mean blue tick gun lose shit toll mode swag flag pain
6286,"modi more making promises
modi willed promises rahul gandhi",1.0,mode make promisesmodi will promise paul gandhi
6287,modi announces ₹6000annum for farmers election bribe bhakt modi modi modi modi pappu announces 6000month for poor election promise bhakt what’ the use money give them education give them msp give them support saale pappu born rich asshole ,-1.0,mode announces 600annum farmer election bribe mode mode mode mode happy announces 600month poor election promise use money give education give map give support scale happy bear rich ashore
6288,sir the whole state with you for modi who tirelessly working for the progress indianamo again ,1.0,sir whole state mode carelessly work progress indiana
6289,last election modi was afraid losing from his gujrat constituency and this time rahul☺️,-1.0,last election mode afraid losing murat constituency time paul
6290,jay hind,0.0,jay hind
6291,when modi was gujrat stopped maximum useless subsidies dont think bjp will that,-1.0,mode murat stop maximum useless subsidy dont think
6292,some more fancy ideas drug addled mind which why vote for narendra modi,1.0,fancy idea drug add mind vote narendra mode
6293,varanasi constituency lok sabha 2014 lost 2019 winning because narendra modi lier and modi has insisted for notes want votes target over votes appeal vote all today defeat modi protect culture ,1.0,varanasi constituency look sasha 2014 lost 2019 win narendra mode lie mode insist note want vote target vote appeal vote today defeat mode protect culture
6294,wow unlike 2014 when left the country debt ppl accpet theres enough money now give poor people its means the economy was good and modi didnt loot anything defenece minister accepted parliament that theres money buy even jets during upa,1.0,unlike 2014 leave country debt pp aet enough money give poor people mean economy good mode loot anything defence minister accept parliament money buy even jet
6295,dictator according some pseudo intellectuals then what the ,0.0,dictator word pseudo intellectual
6296,one who will not ditch kashmiri pundit like modi  ,0.0,one ditch kashmir unit like mode
6297,modi can announce 92000 every year freebies work winning election,1.0,mode announce 9200 every year freebies work win election
6298,modi can give 350000 crore india’ richest then can the same for india’ poorest ,0.0,mode give 3500 core india rich india poorest
6299,you are spoiling your reputation giving voice jumla modi ‍♂️‍♂️,0.0,spoil reputation give voice july mode
6300,raga 72000 per year 6000 per month modi still giving 6000 per month farmers ,0.0,rage 7200 per year 600 per month mode still give 600 per month farmer
6301,yes anti incumbency against sate gov high but against modi too high ,1.0,yes anti incumbent sate go high mode high
6302,okay lets talk about power dynamics our being dynamic for saving vote percentage same value should given human life and their rights being dynamic doesnt meant modi not separatist and fascist people killed for eating beef dont ignorant fool,1.0,okay let talk power dynamic dynamic save vote percentage value give human life right dynamic meant mode separatist fascia people kill eat beef dont ignorant fool
6303,modi has destroyed the economy then where will find the funds from more taxes for the middle class scary thought ,0.0,mode destroy economy find fund tax middle class scar think
6304,"only because nda couldnt pay 15lac for oppositions commission6km poor
politicians care for poorest peopleevidence new india
modi only made mumkin",-1.0,nd pay lilac opposition commission6km poorpoliticians care poor peopleevidence new indiamodi make muslin
6305,not upa upa india india only bjp modi bjp best bjp team,1.0,india india mode best team
6306,right democracy the verge end modi win last nail the coffin democracy ,1.0,right democracy verge end mode win last nail coffin democracy
6307,3yrs back wrote hope remembers and adds some them the manifesto 20192024 via ,0.0,eye back write hope remembers add manifesto 20192024 via
6308,they use sleeping pills,0.0,use sleeping pill
6309,"what quality has for becoming that this 
modi was gujarat for years then left that place his own and became what about years yuva 
",1.0,quality become mode gujarat year leave place become year yuma
6310,today callacat moong seed agriculture department without any cost god thought modi for farmer ,0.0,today ballarat moon seed agriculture department without cost god think mode farmer
6311,"breed like pigs worries anymore rest assure stupid middle class will earn and feed them
hate modi and give your hard earned money peacefuls cud without infraroads seepeacefuls have breed",-1.0,breed like pig worry anymore rest assure stupid middle class earn feed themhate mode give hard earn money peaceful cut without infraroads seepeacefuls breed
6312,you are honest your thinking you will get 100 not just reason vote modi you are dumb you can not understand even let alone 100 will not waste time educate fools now ,1.0,honest think get 100 reason vote mode dumb understand even let alone 100 waste time educate fool
6313,completely agree with you but you can’ contest this point that the country needs visionary leader providing cohesion and direction his people and tapping their potential the fullest modi gave free hand the forcesthe previous govt never showed this will,1.0,completely agree contest point country need visionary leader provide adhesion direction people tap potential full mode give free hand forcesthe previous get never show
