,content,sentiment,Proc_Tweet
1682,Despair at after research seats are slashed. ,0,despair research seat slash
1683,7 in car crushed under tanker carrying molten tar. ,0,7 car crush banker carry often tar
1684,How govt slipped in secrecy clause over by companies. ,0,get slipped secrecy clause company
1685,Attack on Westminster,0,attack westminster
1686, cash cloak for parties,0,cash cloak party
1687, molten tar wipes out family,0,often tar wipe family
1688, and more. Also in epaper. ,0,also paper
1689,LIVE: British police say there are casualties,0,live british police say casualty
1690, including police in attack near UK parliament; cannot confirm number. ,0,include police attack near parliament confirm number
1691,The today doubles Annual contracts of India cricketers to Rs to  crore,0,today double annual contract india cricket core
1692, Rs 1 crore and Rs 50 lakh respectiv,0,1 core 50 lake respective
1693,TN farmers in skull protest in Delhi ,0,farmer skull protest delhi
1694,UP CM bans paan,0,cm bank pain
1695, chewing in govt offices,0,chew get office
1696, hospitals,0,hospital
1697, schools,0,school
1698, colleges --for a healthy ,0,college healthy
1699,Ugly high-rises are taking over while grand structures are being ignored,0,ugly high rise take grand structure ignore
1700, bungalows razed. ,0,bungalow raze
1701,Committee constituted by the Ministry has recommended that city taxis should be allowed to run on App Based platforms. ,0,committee constitute ministry recommend city tax allow run pp base platform
1702,Chief Minister bans paan masala,0,chief minister bank pain nasal
1703, gutka,0,gutta
1704, polythene in all government offices in ,0,polythene government office
1705,Has just ordered a ban on all  ,0,order ban
1706,Who drafted challenge to high court order in case,0,draft challenge high court order case
1707, bureaucrats wonder. ,0,bureaucratic wonder
1708,With 84% cut in research seats,0,84 cut research seat
1709, most elite centres (including will have no intake. ,0,elite centre include intake
1710,Crude 'architecture' is taking over the world's only city with for buildings by ,0,crude architecture take world city building
1711,Crude buildings are taking over the only city in the world with for iconic buildings by ,0,crude building take city world ironic building
1712,Anti-Romeo squad starts in Lucknow VIDEO: ,0,anti rome squad start lucknow video
1713,Effigies burn on JNU strike after 84% research seat cut and affirmative action junked ,0,effigy burn strike 84 research seat cut affirmative action jump
1714,KP Nayar on why,0,near
1715, for the way to Europe lies through ,0,way europe lie
1716,After steps in,0,step
1717, Bihar to tell why govt rejected an idea. ,0,bear tell get reject idea
1718,How slashed research seats,0,slash research seat
1719, why is key to Europe,0,key europe
1720, revisited,0,visit
1721, and more. Also in epaper. ,0,also paper
1722,SC issues notices to Centre,0,issue notice centre
1723, Election Commission on plea seeking scrapping of and other benefits given to ,0,election commission plea seek scrap benefit give
1724,I'm one year younger to  one year elder to in ,0,I one year young one year elder
1725,Govt proposes limit of Rs to  lakh on down from Rs 3 lakh as proposed in ,0,get proposes limit lake 3 lake propose
1726,Supreme Court says final hearing of disputes case from July 11.,0,supreme court say final hearing dispute case july 11
1727,Supreme Court says it will auction Aamby Valley project if money is not paid by and others.,0,supreme court say auction army valley project money pay others
1728,Supreme Court takes on record 'unqualified apology' tendered by Bengal counsel,0,supreme court take record unqualified apolog tender bengal counsel
1729, dismisses plea as withdrawn. ,0,dismiss plea withdrawn
1730,Supreme Court terms as 'unfortunate' the grounds cited by Bengal govt in its plea against HC order asking CBI to take over case,0,supreme court term unfortunate ground cite bengal get plea order ask chi take case
1731,Supreme Court refuses to stay CBI probe into sting in which several leaders were allegedly caught on camera taking money.,0,supreme court refuse stay chi probe sting several leader allegedly catch camera take money
1732,to visit today for the 1st time after taking oath as UP CM ,0,visit today st time take oath cm
1733,inhe sikhaiye!!! MSY requests to teach ropes of politics..,0,sikhaiye may request teach rope politics
1734,Patna zoo to sell nesting boxes for ,0,pain sell resting box
1735,Patna's tires out machine. ,0,pain tire machine
1736,Protein from an Australian venom may help victims recover faster. ,0,protein australian venom may help victim recover faster
1737,Why choice of as CM is giving UP the jitters. ,0,choice cm give matter
1738,BJP rushes to shake off upper-caste tag. ,0,rush shake upper caste tag
1739,In village,0,village
1740, headmaster finds truant kids harvesting crop. ,0,headmaster find trunk kiss harvesting crop
1741,So,0,NA
1742, has agreed to teach the ropes? ,0,agree teach rope
1743,A tutor for kids roped in for harvest,0,tutor kiss hop harvest
1744, a telecom giant is born,0,telecom giant bear
1745, and more. Also in epaper. ,0,also paper
1746,Britain to trigger Brexit on March 29: ,0,britain trigger breast march 29
1747,Govt to merge Bharatiya Mahila Bank with for greater services outreach to ,0,get merge bharatiya manila bank great service outreach
1748,High Court grants stay on criminal proceedings against minister in case filed by MLA Mohua Moitra.,0,high court grant stay criminal proceeding minister case file la joshua contra
1749,the agitation is delayed by 15 days. The trouble will soon come.. ,0,agitation delay 15 day trouble soon come
1750,BSP leader shot dead late last night,0,esp leader shot dead late last night
1751, murderers at large,0,murderer large
1752,4000 migrated in 2015 to shield their capital. ,0,400 migrated 2015 shield capital
1753,After 65 years,0,65 year
1754, Bengal unit of finally gets a full-time chief. ,0,bengal unit finally get full time chief
1755,No,0,NA
1756, minister,0,minister
1757, there is no project from India to test on the ,0,project india test
1758,Haryana's have called off march to and siege of  Parliament. ,0,havana call march siege parliament
1759,Yogi vows to work for all. ,0,vow work
1760,After the BJP is certain it can get away with anything,0,certain get away anything
1761, says Manini Chatterjee. ,0,say making chatter
1762,After mass bunking,0,mass banking
1763, orders a weekly for all trainees. ,0,order weekly trainee
1764,Fans of see him as a future PM. ,0,fan see future pm
1765,Yogi as PM,0,pm
1766, Sunday holiday for recruits,0,sunday holiday recruit
1767, on the Moon. And more. Also in epaper. ,0,moon also paper
1768,Give a trial run for to  months,0,give trial run month
1769, says ,0,say
1770,tells to give 2-month trial run. Also disagrees is a vote for ,0,tell give 2 month trial run also disagree vote
1771,Centre mobilises 247 companies (about 24,0,centre mobilize 247 company 24
1772,700 personnel) of paramilitary forces in Haryana,0,700 personnel paramilitary force havana
1773, Delhi  Uttar Pradesh in view of ,0,delhi utter trade view
1774,government okays 33% reservation for women in state jobs ,0,government okay 33 reservation woman state job
1775,Yogendra Yadav on the future of India under why get it wrong,0,yogendra madam future india get wrong
1776, and more. ,0,NA
1777,What does it take to be a in the eyes of the ,0,take eye
1778,Parties led by can't seem to look beyond family for top posts.  ,0,party lead seem look beyond family top post
1779,In 7 Days: The BJP's 'good dynastic parties,0,7 day good drastic party
1780, Bengalis get their local again,0,bengal get local
1781, and more. ,0,NA
1782,set to take oath as UP CM today,0,set take oath cm today
1783,  to be sworn in as Deputy CMs ,0,swear deputy cm
1784,BJP sees stamp missing in choice. ,0,see stamp miss choice
1785,How BJP sold development -- and then sprang a hawk. ,0,sell development sprang hawk
1786,Former captain Michael John Clarke on strengths of a team,0,former captain michael john clarke strength team
1787, leadership and more. ,0,leadership
1788,In a BJP govt with faces. ,0,get face
1789,The graveyard echo in choice as chief minister. ,0,graveyard echo choice chief minister
1790,BJP stuns with UGC letter a forgery,0,stung ugh letter forgery
1791, doctors split over Bengal Bill. And more,0,doctor split bengal bill
1792, also in epaper. ,0,also paper
1793,Yogi to be sworn in as chief minister on Sunday afternoon. ,0,swear chief minister sunday afternoon
1794,Yogi Adityanath arrives at the venue of meeting of MLAs amid talk that he will be named chief minister,0,adityanath arrive venue meeting ala amid talk name chief minister
1795,'Shocked' by HC order on handover to CBI,0,ishocked order hanover chi
1796, vows to move Supreme Court. ,0,vow move supreme court
1797,to retain TV innings. ,0,retain win
1798,Whatever India offers the biggest issue is ,0,whatever india offer big issue
1799,Calcutta HC sends case to CBI. ,0,calcutta send case chi
1800,How went to meet ,0,go meet
1801,How Rahul met HC gives to CBI,0,paul meet give chi
1802, dig at Amartya,0,dig marya
1803, and more. Also in epaper. ,0,also paper
1804,HRD to stop funding research on  social exclusion,0,stop funding research social exclusion
1805, report  ,0,report
1806,The oath taking of new UP CM  to take place at 5 pm on Sunday: Keshav Prasad Maurya ,0,oath take new cm take place 5 pm sunday keshav prayed marya
1807,HC directs to conclude preliminary inquiry within 72 hours and register FIR,0,directs conclude preliminary inquiry within 72 hour register fir
1808, if required.,0,require
1809,Calcutta High Court orders to probe sting operation.,0,calcutta high court order probe sting operation
1810,No serious concerns regarding India captain 's shoulder injury,0,serious concern regard india captain shoulder injury
1811, says ,0,say
1812,Cloud over state boss Keshav Maurya's chances of becoming chief minister. ,0,cloud state boss keshav marya chance become chief minister
1813,most likely to be elected as UP CM: Sources ,0,likely elect cm source
1814,India urges to talk to ,0,india urge talk
1815,What zoo is doing to mark ,0,mark
1816,100,0,100
1817,000 in villages are taught to Google designs,0,00 village teach goose design
1818, recipes  skills. ,0,recipe skill
1819,HC scraps plea against JNU norms. Seat cuts,0,scrap plea form seat cut
1820, 100 per cent viva to follow ,0,100 per cent viva follow
1821,After surprise resignation by boss Manohar,0,surprise resignation boss manor
1822, back to square one. ,0,back square one
1823,What happened to promised funds for ,0,happen promised fund
1824,Sudden blaze destroys bungalow. ,0,sudden blaze destroys bungalow
1825,No Some Bengal traffic cops do the with pen and  paper. ,0,bengal traffic corp pen paper
1826,Leaving out has weakened travel ban order for Muslims,0,leave weaken travel ban order muslin
1827, KP Nayar says. ,0,near say
1828,Funds fear on research,0,fund fear research
1829, too hot,0,hot
1830, death on 1st solo trip and more. Also in epaper. ,0,death st solo trip also paper
1831,Newly elected MLAs to meet in Lucknow on Mar 18. ,0,newly elect alas meet lucknow may 18
1832,New Delhi: Health Minister briefs Media on LIVE: ,0,new delhi health minister brief medium live
1833,protected against tampering/manipulation: Election Commission ,0,protect taper manipulation election commission
1834,Elaborate system in place to prevent misuse of EVMs: Election Commission ,0,elaborate system place prevent disuse even election commission
1835,NIA takes over investigations into Bhopal-Ujjain  train IED blast case,0,via take investigation opal ujjain train red blast case
1836, takes custody of 3 accused from Bhopal police ,0,take custody 3 use opal police
1837,No merit in claims that can be tampered with; such allegations are wild and baseless: ,0,merit claim temper allegation wild baseless
1838,Navjot Singh Sidhu sworn in as a cabinet minister of govt,0,navjot sigh side swear cabinet minister get
1839, greeted by CM Captain Amarinder Singh ,0,greet cm captain amarinder sigh
1840,Capt Amarinder Singh takes oath as 26th Chief Minister of Watch LIVE:  ,0,cap amarinder sigh take oath chief minister watch live
1841,British DHC Bruce Bucknell with Institute of Entrepreneurs Head Manoj Das discussing skill devt in NE at ,0,british duc bruce bucknell institute entrepreneur head manor da discuss skill debt ne
1842,Akhilesh to meet newly elected SP MLAs today,0,akhilesh meet newly elect ala today
1843, to decide on new legislative party leader  future course of action. Will also,0,decide new legislative party leader future course action also
1844,With 22 in support,0,22 support
1845, CM to prove majority in assembly today.,0,cm prove majority assembly today
1846,Why will be a smooth affair for today ,0,smooth affair today
1847,When a man took his neighbour to court over pet dogs that bark at night-- and judge is a ,0,man take neighbour court pet dog bark night judge
1848,Regimes changes. Bullying of police officers does not. ,0,regime change build police officer
1849,How returned to a warm welcome in ,0,return warm welcome
1850,Boss of India's largest cautions against waiving ,0,boss india large caution wait
1851,Laws cannot replace the trust and compassion between and ,0,law replace trust compassion
1852,Amit Chaudhuri on and why it is hard to give up the experience of pleasurable pain. ,0,amid chaudhuri hard give experience pleasurable pain
1853,Subir Bhaumik on how has cast a shadow over India's ties with ,0,sir bhaumik cast shadow india tie
1854,Shashank Manohar quits And how! ,0,shashank manor quits
1855,How boss quit,0,bos quit
1856, caution on loan waivers,0,caution loan water
1857, arson on film sets,0,arson film set
1858, and more. Also in epaper. ,0,also paper
1859,Govt seems to have slipped in an in Budget2017. ,0,get seem slip budget2017
1860,Govt seems to have slipped in an in Budget2017. ,0,get seem slip budget2017
1861,Rohith's buddy's autopsy caught in distrust ,0,roth muddy topsy catch distrust
1862,Rape-accused leader Gayatri Prajapati nabbed --after roaming in Delhi,0,rape use leader gayatri prajapati name roam delhi
1863, Gurgaon and Bengal. ,0,surgeon bengal
1864,Municipal in to be held on April 22: State Election Commission,0,municipal hold april 22 state election commission
1865,Manohar sworn in as chief minister of ,0,manor swear chief minister
1866,CM demands conducting MCD polls via ballot paper in place of EVMs ,0,cm demand conduct mud poll via ballot paper place even
1867,SC refuses to stop from becoming CM,0,refuse stop become cm
1868, but calls floor test. ,0,call floor test
1869,Finance minister has been given additional charge of ministry of Rashtrapati Bhavan,0,finance minister give additional charge ministry rashtrapati
1870,Shri Arun Jaitley shall be assigned the charge of the Ministry of Defence,0,run jail shall assign charge ministry defence
1871, in addition to his existing portfolios,0,addition exist portfolio
1872,has accepted the resignation of Shri Manohar Parrikar from the Council of Ministers with immediate,0,accepted resignation manor parrikar council minister immediate
1873,FinMin Arun Jaitley given additional charge of Defence Ministry following Manohar Parikkar's resignation: Rashtrapati Bhav,0,find run jail give additional charge defence ministry follow manor parikkar resignation rashtrapati
1874,No limits on cash withdrawals from today ,0,limit cash withdrawal today
1875,Parrikar resigns as defence minister,0,parrikar design defence minister
1876, to be sworn in as chief minister tomorrow. ,0,swear chief minister tomorrow
1877,The Hindu undercurrent that led to surge. My story from Feb.  ,0,hindu undercurrent lead surge story feb
1878,Raj Bhavan denies reports of calling any party to form the government.,0,ran deny report call party form government
1879,Governor asks Congress CM Okram Ibobi Singh to resign so that process of formation of next govt can be started.,0,governor ask congress cm dram bob sigh resign process formation next got start
1880,walks; leaders bow before the 'Nayak'. My story  ,0,walk leader bow naval amy story
1881,In this mandate,0,mandate
1882, I see a new Highlights of PM speech at BJP HQ ,0,I see new highlight pm speech
1883,Oil prices hit three-month low as U.S. rig count climbs ,0,oil price hit three month low fig count limb
1884,Assam lawmaker wants national body to save the ,0,assume lawmaker want national body save
1885,200000 people turned up at in Bolpur for its famed ,0,200 people turn colour famed
1886,Hardest interview of my life,0,hard interview life
1887, says of her bid to enter ,0,say bid enter
1888,Here's BSP theory on why with 71% population voted BJP. ,0,esp theory 71 population vote
1889,People don't want handouts,0,people want handout
1890, they want says at victory rally. ,0,want say victory rally
1891,Modi says people don't want handouts,0,mode say people want handout
1892, Malala's Oxford entry,0,balaga oxford entry
1893, reverse polarisation and more. In special epaper link. ,0,reverse polarisation special paper link
1894,No print edition today,0,print edition today
1895, but the same look at epaper at special link. ,0,look paper special link
1896,Match referee and umpires went by the book,0,match referee empire go book
1897, says ,0,say
1898,After BJP claims voters have risen above ,0,claim voter rise
1899,How has strengthened a sense of belonging among Calcutta's ,0,strengthen sense belong among calcutta
1900,Hiring people for a task in which they have an edge. ,0,hire people task edge
1901,The consolidation of independent 2nd countrywide political entity. ,0,consolidation independent countryside political entity
1902,In 7Days today: BJP's expanding footprint,0,day today expand footprint
1903, taking up gatka,0,take gate
1904, Brit-bashing,0,bit wash
1905, hiring blind employees. And more. ,0,hire blind employee
1906,U.S. Attorney Preet Bharara is fired after refusing to quit. More here: ,0,u attorney greet barbara fire refuse quit
1907,Yogi Adityanath or Keshav Prasad Maurya,0,adityanath keshav pray marya
1908, know the names of who can possibly be next UP CM VIDEO: ,0,know name possibly next cm video
1909,Time for Modi's reforms. ,0,time mode reform
1910,Piyush Srivastava looks at the stunning victory in ,0,push srivastava look stun victory
1911,Should be a black mark on report card?  ,0,black mark report card
1912,How became demonetised notes in ,0,become demonetized note
1913,Why victory may be bad news for ,0,victory may bad news
1914,Mukul Kesavan on BCCI and the curious case of versus Steve Smith. ,0,mutual kesavan I curious case versus steve smith
1915,How magic combined with organisational strength brought back 1-party system. ,0,magic combine organisational strength bring back 1 party system
1916,How Modi won UP,0,mode
1917, dynasties demonetised,0,dynasty demonetize
1918, what the numbers say,0,number say
1919, and more. Also in epaper. ,0,also paper
1920,After 15 years,0,15 year
1921, BJP captures in record show. ,0,capture record show
1922,Congress wins 77 seats in 117-member assembly,0,congress win 77 seat 117 member assembly
1923, 1 short of two-thirds majority.,0,1 short two third majority
1924,BJP (13 seats) fails to get majority in Congress emerges single largest party bagging 17 seats in 40-member House.,0,13 seat fail get majority congress emerge single large party bag 17 seat 40 member house
1925,I congratulate Shri. Narendra Modi and the BJP on their victory in Uttar Pradesh  Uttarakhand,0,I congratulate narendra mode victory utter trade uttarakhand
1926,l Congratulate people of UP,0,l congratulate people
1927, we respect and accept the verdict: AIMIM chief ,0,respect keep verdict aim chief
1928,l reaches Raj Bhavan in to tender resignation as UP CM ,0,l reach ran tender resignation cm
1929, I CM Laxmikant Parsekar tenders resignation. He lost to seeandidate Dayanand Sopte from see,0,I cm laxmikant parsekar tender resignation lose seeandidate dayanand see
1930, I want to quit fighting any type of election: Irom Sharmila after losing her maiden election in (ANI),0,I want quit fight type election sharmila lose maiden election
1931,| I can understand the state ohf mind ohf ji right nohw. Hence,0,I understand state mind I right hence
1932,I dohn't want toh cohmment ohn it: Amit Shah oh,0,I dow want comment amid shah oh
1933,| chief press conference to begin shortly. Stay tuned.  ,0,chief press conference begin shortly stay tune
1934,gets majority in 117-member wins 59 seats,0,get majority 117 member win 59 seat
1935, leading in 18 other seats.,0,lead 18 seat
1936,As BJP heads for landslide win in Samajwadis concede defeat but Mayawati wants fresh polls using paper votes. ,0,head landslide win samajwadis concede defeat mayawati want fresh poll use paper vote
1937,UPDATE: Manhattan attorney Preet Bharara was asked to resign along with other Obama-era U.S. attorneys - DOJ. ,0,update manhattan attorney greet barbara ask resign along drama era attorney
1938,What Jharkhand body has been doing to upgrade pitch for test. ,0,jharkhand body upgrade pitch test
1939,Manipur Assembly Election Result Live: Congress ahead in 6 seats ,0,manipur assembly election result live congress ahead 6 seat
1940,We will accept the people's mandate,0,kept people mandate
1941, says SP leader Shivpal Yadav ,0,say leader shivpal madam
1942, l  Uttar Pradesh (leads/trends) 373/403 264 70 27 Others 12 ,0,l utter trade lead tend 373 403 264 70 27 others 12
1943,What Jharkhand body has been doing to upgrade pitch for test. ,0,jharkhand body upgrade pitch test
1944,How has become epicentre of industry in Bihar. ,0,become epicentre industry bear
1945,In upright cop has his son arrested. ,0,upright cop son arrest
1946,Forecast for wet Dol (Sunday) and dry (Monday). ,0,forecast wet sunday dry monday
1947,Army chief's words ring in pellet-hit boy's ears. ,0,army chief word ring pellet hit boy ear
1948,(leads/trends) 05/70 BJP: 3 CONG: to  Others: 0 ,0,lead tend 05 70 3 cong others 0
1949,(leads/trends) 26/117: BJP/SAD: 3,0,lead tend 26 117 sad 3
1950, CONG: 17,0,cong 17
1951, AAP: 6,0,cap 6
1952, Others: 0,0,others 0
1953,Uttar Pradesh (leads/trends) 103/for03 55 26 18 Others for ,0,utter trade lead tend 103 55 26 18 others
1954,Foreign policy must be rooted in ethics,0,foreign policy must root ethic
1955, Sunanda Datta-Ray says  as lines up visit to  ,0,sunanda data ray say line visit
1956,Get all the latest  fastest updates on throughout the day here: ,0,get late fattest update throughout day
1957,Facing arrest warrant,0,face arrest warrant
1958, high court judge again plays card. ,0,high court judge play card
1959,117 acquitted,0,117 acquit
1960, 13 held guilty in murder.  ,0,13 hold guilty murder
1961,These will be ready long before winners are named. ,0,ready long dinner name
1962,13 guilty in murder,0,13 guilty murder
1963, laddoos  winners,0,laddoos dinner
1964, 1st warrant for judge,0,st warrant judge
1965, and more. Also in epaper. ,0,also paper
1966,India's production grew by 2.7% in January. ,0,india production grow 2 7 january
1967,Govt says Reliance and have tendered apologies for using Prime Minister's picture in their ads without permission.,0,get say reliance tender apology use prime minister picture without permission
1968,Supreme Court issues arrest warrant to get high court judge to face case. ,0,supreme court issue arrest warrant get high court judge face case
1969,How broke ranks with other bodies in east,0,break rank body east
1970, again. ,0,NA
1971,Winners of awards at The Telegraph's - Advantage 2017. ,0,dinner award telegraph advantage 2017
1972,Amit Roy on tour in ,0,amid roy tour
1973,Bengal tops again --in of women and children. ,0,bengal top woman child
1974,India's action against charity trigger spat with administration. ,0,india action charity trigger spat administration
1975,In Assam,0,assume
1976, militants opt for poaching to fund outfit. ,0,militant opt pouch fund outfit
1977,South Korea's Constitutional Court upholds President Park's impeachment ,0,south constitutional court upholds president park impeachment
1978,After plan to cap fees,0,plan cap fee
1979, private put expansion on hold. ,0,private put expansion hold
1980,3 publishers close suit against photocopying of ,0,3 publisher close suit photocopying
1981,Akhilesh keeps options open on ,0,akhilesh keep option open
1982,Akhilesh and his 'aunt',0,akhilesh aunt
1983, publishers lose to photocopiers,0,publisher lose photocopier
1984, Bengal bill scares pervert schools,0,bengal bill scar prevent school
1985, and more. Also in epaper. ,0,also paper
1986,From old a street directory,0,old street directory
1987, and shopping directory,0,shop directory
1988, rolled into one. ,0,roll one
1989,What got when it bred local pig with variety. ,0,got breed local pig variety
1990,FLASH - Ghouse Mohammad Khan,0,flash house mohammad khan
1991, mastermind of module of arrested by police in  ,0,master module arrest police
1992,puts forth searching questions to liquor baron on the disclosure of his assets to the court.,0,put forth search question liquor baron disclosure asset court
1993,Supreme Court rejects age plea to skip jail. ,0,supreme court reject age plea skin jail
1994,NIA to take over encounter,0,via take encounter
1995, MP cases: Rajnath. ,0,case rajnath
1996,Fresh FIR filed by JNU alleging misbehaviour by students. Students  accused of assault,0,fresh fir file allege misbehaviour student student use assault
1997, earlier,0,earlier
1998, have been summoned by,0,summon
1999,Jammu and Kashmir: 2-3 terrorists holed up in house,0,mamma kashmir 2 3 terrorist hold house
2000, firing underway,0,fire underway
2001,Re-polling underway in 8 assembly constituencies which went to polls in 1st phase on March for ,0,poll underway 8 assembly constituency go poll st phase march
2002,What Meghalaya got when it bred local pig with variety. ,0,meghalaya get bred local pig variety
2003,In racketeers backed by politicians prevent legal by govt licensees. ,0,racketeer back politician prevent legal get license
2004,Rural planned in to counter azadi call.  ,0,rural plan counter acadia call
2005,India to tap for ,0,india tap
2006,Supreme Court caution on not for stealing saris,0,supreme court caution steal paris
2007, please! ,0,please
2008,IS terrorist in Lucknow: to make statement in on UP,0,terrorist lucknow make statement
2009, MP incidents ,0,incident
2010,Amit Roy on how Maneck Dalal launched International. ,0,amid roy neck launch international
2011,Indian medical body moots for handling after successful trials in Tamil Nadu. ,0,indian medical body boot handle successful trial tail
2012,Record haul of booze,0,record haul boone
2013, drugs during despite ,0,drug despite
2014,Suspect in attack nabbed in ,0,suspect attack name
2015,Did police jump the gun in claiming hand in train blast? ,0,police jump gun claim hand train blast
2016,2nd phase begins; CM Okram Ibobi casts his vote,0,phase begin cm dram bob cast vote
2017,ABP NEWS EXCLUSIVE: Arms,0,abe news exclusive arm
2018, ammunition and explosive material recovered after Lucknow operation ends VIDEO:,0,ammunition explosive material recover lucknow operation end video
2019,Some Indian politicians still need this lucky charm -- a campaign bus. ,0,indian politician still need lucky charm campaign bus
2020,It was a captain's knock,0,captain knock
2021, off the turf too,0,turf
2022, says ,0,say
2023,EDITORIAL: Why mayor cannot be trusted with the ,0,editorial mayor trust
2024,India could gain from a partnership with in the says KP Nayar. ,0,india could gain partnership say near
2025,Polling underway in 40 Assembly seats spread across 7 districts in seventh and final phase of ,0,poll underway 40 assembly seat spread across 7 district seventh final phase
2026,Anti-terror operation in Lucknow's outskirts ends,0,anti terror operation lucknow outskirts end
2027, 1 terrorist killed; reports of to  terrorists holed up false: ADG ,0,1 terrorist kill report terrorist hold false add
2028,Indian wants police cover,0,indian want police cover
2029, citing outsider inflow  open campus. ,0,bite outsider inflow open camp
2030,Rahul says afraid,0,paul say afraid
2031, wants CISF presence,0,want presence
2032, life term for Prof Saibaba. And more. In epaper. ,0,life term prof saibaba paper
2033,No one to be deprived of benefits for lack of benefits to continue with alternate means of identification: ,0,one deprive benefit lack benefit continue alternate mean identification
2034,It was a new mother who challenged change in date for exchanging notes. ,0,new mother challenge change date exchanging note
2035,After Sept18 terror attack,0,septic terror attack
2036, army blocks key highway. And civilians are suffering. ,0,army block key highway civilian suffer
2037,1 rupee increase in mocks dignified-living plea,0,1 rule increase lock dignify live plea
2038, says ,0,say
2039,As is destroyed,0,destroyed
2040, govt sparks traffic chaos with plans for grand gate in ,0,get spark traffic chaos plan grand gate
2041,Ruchir Joshi on how Calcutta's is being destroyed as vandals decide the future. ,0,rich john calcutta destroy canal decide future
2042,Bengal law that singles out may keep out investors -- and critical cases. ,0,bengal law single may keep investor critical case
2043,Jitters for pervert healthcare in Bengal,0,matter prevent healthcare bengal
2044, city of no palaces,0,city palace
2045, a Dhoni fan's tenacity,0,fan tenacity
2046, and more. Also in epaper. ,0,also paper
2047,What meant by 'potato factory' is thriving reality for Bengal farmers in chain. ,0,meant b potato factor thrive reality bengal farmer chain
2048,Court asks for report on fracas,0,court ask report face
2049, but puts question mark on video. ,0,put question mark video
2050,Former president renders unqualified and unconditional apology in the Supreme Court.,0,former president render unqualified unconditional apology supreme court
2051,Supreme Court wants to know if exchange of notes has been stopped before March 31 deadline. ,0,supreme court want know exchange note stop march 31 deadline
2052,case: exempts Centre from filing status report before it on proceedings before the international tribunal.,0,case exempt centre filing status report proceeding international tribunal
2053,Supreme Court is told that people not being allowed to deposit notes till Mar31 as promised,0,supreme court tell people allow deposit note till mary promise
2054, asks govt,0,asks get
2055, to explain.,0,explain
2056,How notes are entering system via Calcutta business district. ,0,note enter system via calcutta business district
2057,This team has come up with a that has minimal side-effects. ,0,team come minimal side effect
2058,The process of social change is seldom linear or pretty,0,process social change seldom linear pretty
2059, says Manini Chatterjee. ,0,say making chatter
2060,In unofficial ban on dubbed movies is challenged by  ,0,unofficial ban dub move challenge
2061,No food for dissent in this tradition of ,0,food dissent tradition
2062,After violence,0,violence
2063, space for debate and dissent continues to shrink. ,0,space debate dissent continue shrink
2064,Another 'go-back' shooting in US,0,another go back ishooting us
2065, academic siege,0,academic siege
2066, a menu for judges,0,menu judge
2067, and more. Also in epaper. ,0,also paper
2068,Policeman,0,policeman
2069, two militants killed in encounter in that lasted nearly 12 hours.,0,two militant kill encounter last nearly 12 hour
2070,If it's spring,0,spring
2071, it must be a varsity ,0,must variety
2072,My story on a 100-yr-old treasure from streetsmart Bengal (,0,story 100 old treasure streetsmart bengal
2073,I married a Maoist by Swati Sengupta ,0,I marry moist state sengupta
2074,If you don't actually live then honesty and integrity won't be embraced,0,actually live honesty integrity embrace
2075, tells ,0,tell
2076,Why you could meet a saltwater next time you are in the ,0,could meet saltpeter next time
2077,An old street directory of had astounding detailing. ,0,old street directory astound detail
2078,The rallying cry of has become a thing to behold and celebrate this season. ,0,rally cry become thing behold celebrate season
2079,How Prime Minister made himself the man to beat in ,0,prime minister make man beat
2080,In 7Days: on rallying cry of students,0,day rally cry student
2081, from Varanasi,0,varanasi
2082, crocs in and more. ,0,cross
2083,Mukul Kesavan on what the attack on means. ,0,mutual kesavan attack mean
2084,Flames of singe events at other colleges. ,0,flame since event college
2085,While Rahul and Modi trade barbs in UP,0,paul mode trade bar
2086, some farmers in get lucky with ,0,farmer get lucky
2087,leftist who became minority voice ,0,dentist become minority voice
2088,Private fear plan to monitor functioning will give local leaders a death grip. ,0,private fear plan monitor sanction give local leader death grip
2089,Why govt decided to merge industries departments. ,0,got decide merge industry department
2090,How Centre hiked for jobs scheme by... a (and what you can do with a rupee). ,0,centre like job scheme rule
2091,Trump administration resists economics of and visas for Indian companies. ,0,tramp administration resists economics vistas indian company
2092,US visa worries,0,us isa worry
2093, Bengal private schools in a fix,0,bengal private school fix
2094, focus on MSME,0,focus meme
2095, a wage hike,0,wage like
2096, and more. Also in epaper. ,0,also paper
2097,Punjab,0,punjab
2098, JK to resume work on on system river. ,0,j resume work system river
2099,69% polling till 1pm in ,0,69 polling till pm
2100,3 gardens make a mark at US meet.  ,0,3 garden make mark us meet
2101,Govt's latest: no then no for school kids. ,0,get late school kiss
2102,After 23 years,0,23 year
2103, increase ordered in  for workers. ,0,increase order worker
2104,Caution on site inroads for mayor (who is also minister of housing and environment.) ,0,caution site inroad mayor also minister housing environment
2105,Fear of law's provisions may force in private to shun critical cases. ,0,fear law provision may force private shun critical case
2106,A  perspective on strife. ,0,perspective strife
2107,Why Karnataka body decided to boycott awards function. ,0,karnataka body decide boycott award function
2108,After break with Russia,0,break russia
2109, opens entertainment TV market to ,0,open entertainment market
2110,Top bureaucrat is innocent,0,top bureaucratic innocent
2111, being framed by politicians,0,frame politician
2112, IAS officers insist. ,0,officer insist
2113,After law to check private hospitals,0,law check private hospital
